2019-09-27 14:30:08,081  INFO [main] HomePage:55 - Home Page Landing properly
2019-09-27 14:30:08,653  INFO [main] HomePage:47 - Footer data match:Sitemap, Sitemap
2019-09-27 14:30:08,653  INFO [main] HomePage:47 - Footer data match:Home, Home
2019-09-27 14:30:08,653  INFO [main] HomePage:47 - Footer data match:About Us, About Us
2019-09-27 14:30:08,653  INFO [main] HomePage:47 - Footer data match:Services, Services
2019-09-27 14:30:08,653  INFO [main] HomePage:47 - Footer data match:Partners, Partners
2019-09-27 14:30:08,653  INFO [main] HomePage:47 - Footer data match:Case Studies old, Case Studies old
2019-09-27 14:30:08,653  INFO [main] HomePage:47 - Footer data match:News, News
2019-09-27 14:30:08,653  INFO [main] HomePage:47 - Footer data match:Careers, Careers
2019-09-27 14:30:08,653  INFO [main] HomePage:47 - Footer data match:Contact Us, Contact Us
2019-09-27 14:30:09,012  INFO [main] HomePage:47 - Footer data match:Services, Services
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Artificial Intelligence / Machine Learning, Artificial Intelligence / Machine Learning
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Augmented Reality / Virtual Reality, Augmented Reality / Virtual Reality
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Quality Engineering, Quality Engineering
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Blockchain, Blockchain
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Robotic Process Automation & ChatBOTs, Robotic Process Automation & ChatBOTs
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Cloud Services, Cloud Services
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Enterprise Analytics, Enterprise Analytics
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Internet of Things, Internet of Things
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Mobile Computing, Mobile Computing
2019-09-27 14:30:09,028  INFO [main] HomePage:47 - Footer data match:Product Engineering, Product Engineering
2019-09-27 14:30:09,403  INFO [main] HomePage:47 - Footer data match:Careers, Careers
2019-09-27 14:30:09,403  INFO [main] HomePage:47 - Footer data match:Automation Engineer, Automation Engineer
2019-09-27 14:30:09,404  INFO [main] HomePage:47 - Footer data match:DevOps Engineer, DevOps Engineer
2019-09-27 14:30:09,404  INFO [main] HomePage:47 - Footer data match:Senior .NET Engineer, Senior .NET Engineer
2019-09-27 14:30:09,404  INFO [main] HomePage:47 - Footer data match:Senior Java/J2EE Engineer, Senior Java/J2EE Engineer
2019-09-27 14:30:09,764  INFO [main] HomePage:47 - Footer data match:Contact Us, Contact Us
2019-09-27 14:30:09,764  INFO [main] HomePage:47 - Footer data match:US Headquarters, US Headquarters
2019-09-27 14:30:09,780  INFO [main] HomePage:47 - Footer data match:US R&D Center, US R&D Center
2019-09-27 14:30:09,780  INFO [main] HomePage:47 - Footer data match:India – Hyderabad, India – Hyderabad
2019-09-27 14:30:09,780  INFO [main] HomePage:47 - Footer data match:India – Bangalore, India – Bangalore
2019-09-27 14:30:09,780  INFO [main] HomePage:47 - Footer data match:India – Chennai, India – Chennai
2019-09-27 14:30:09,780  INFO [main] HomePage:47 - Footer data match:info@atmecs.com, info@atmecs.com
2019-09-27 14:30:09,780  INFO [main] HomePage:47 - Footer data match:Europe – Ireland, Europe – Ireland
2019-09-27 14:30:14,377  INFO [main] HomePage:47 - Footer data match:Sitemap, Sitemap
2019-09-27 14:30:14,377  INFO [main] HomePage:47 - Footer data match:Home, Home
2019-09-27 14:30:14,392  INFO [main] HomePage:47 - Footer data match:About Us, About Us
2019-09-27 14:30:14,392  INFO [main] HomePage:47 - Footer data match:Services, Services
2019-09-27 14:30:14,392  INFO [main] HomePage:47 - Footer data match:Partners, Partners
2019-09-27 14:30:14,392  INFO [main] HomePage:47 - Footer data match:Case Studies old, Case Studies old
2019-09-27 14:30:14,392  INFO [main] HomePage:47 - Footer data match:News, News
2019-09-27 14:30:14,393  INFO [main] HomePage:47 - Footer data match:Careers, Careers
2019-09-27 14:30:14,393  INFO [main] HomePage:47 - Footer data match:Contact Us, Contact Us
2019-09-27 14:30:14,722  INFO [main] HomePage:47 - Footer data match:Services, Services
2019-09-27 14:30:14,722  INFO [main] HomePage:47 - Footer data match:Artificial Intelligence / Machine Learning, Artificial Intelligence / Machine Learning
2019-09-27 14:30:14,722  INFO [main] HomePage:47 - Footer data match:Augmented Reality / Virtual Reality, Augmented Reality / Virtual Reality
2019-09-27 14:30:14,722  INFO [main] HomePage:47 - Footer data match:Quality Engineering, Quality Engineering
2019-09-27 14:30:14,722  INFO [main] HomePage:47 - Footer data match:Blockchain, Blockchain
2019-09-27 14:30:14,722  INFO [main] HomePage:47 - Footer data match:Robotic Process Automation & ChatBOTs, Robotic Process Automation & ChatBOTs
2019-09-27 14:30:14,722  INFO [main] HomePage:47 - Footer data match:Cloud Services, Cloud Services
2019-09-27 14:30:14,722  INFO [main] HomePage:47 - Footer data match:Enterprise Analytics, Enterprise Analytics
2019-09-27 14:30:14,737  INFO [main] HomePage:47 - Footer data match:Internet of Things, Internet of Things
2019-09-27 14:30:14,737  INFO [main] HomePage:47 - Footer data match:Mobile Computing, Mobile Computing
2019-09-27 14:30:14,737  INFO [main] HomePage:47 - Footer data match:Product Engineering, Product Engineering
2019-09-27 14:30:15,029  INFO [main] HomePage:47 - Footer data match:Careers, Careers
2019-09-27 14:30:15,029  INFO [main] HomePage:47 - Footer data match:Automation Engineer, Automation Engineer
2019-09-27 14:30:15,029  INFO [main] HomePage:47 - Footer data match:DevOps Engineer, DevOps Engineer
2019-09-27 14:30:15,030  INFO [main] HomePage:47 - Footer data match:Senior .NET Engineer, Senior .NET Engineer
2019-09-27 14:30:15,030  INFO [main] HomePage:47 - Footer data match:Senior Java/J2EE Engineer, Senior Java/J2EE Engineer
2019-09-27 14:30:15,324  INFO [main] HomePage:47 - Footer data match:Contact Us, Contact Us
2019-09-27 14:30:15,325  INFO [main] HomePage:47 - Footer data match:US Headquarters, US Headquarters
2019-09-27 14:30:15,325  INFO [main] HomePage:47 - Footer data match:US R&D Center, US R&D Center
2019-09-27 14:30:15,325  INFO [main] HomePage:47 - Footer data match:India – Hyderabad, India – Hyderabad
2019-09-27 14:30:15,326  INFO [main] HomePage:47 - Footer data match:India – Bangalore, India – Bangalore
2019-09-27 14:30:15,326  INFO [main] HomePage:47 - Footer data match:India – Chennai, India – Chennai
2019-09-27 14:30:15,326  INFO [main] HomePage:47 - Footer data match:info@atmecs.com, info@atmecs.com
2019-09-27 14:30:15,326  INFO [main] HomePage:47 - Footer data match:Europe – Ireland, Europe – Ireland
2019-09-27 14:30:18,810  INFO [main] HomePage:47 - Footer data match:Sitemap, Sitemap
2019-09-27 14:30:18,810  INFO [main] HomePage:47 - Footer data match:Home, Home
2019-09-27 14:30:18,810  INFO [main] HomePage:47 - Footer data match:About Us, About Us
2019-09-27 14:30:18,810  INFO [main] HomePage:47 - Footer data match:Services, Services
2019-09-27 14:30:18,811  INFO [main] HomePage:47 - Footer data match:Partners, Partners
2019-09-27 14:30:18,811  INFO [main] HomePage:47 - Footer data match:Case Studies old, Case Studies old
2019-09-27 14:30:18,811  INFO [main] HomePage:47 - Footer data match:News, News
2019-09-27 14:30:18,811  INFO [main] HomePage:47 - Footer data match:Careers, Careers
2019-09-27 14:30:18,811  INFO [main] HomePage:47 - Footer data match:Contact Us, Contact Us
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Services, Services
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Artificial Intelligence / Machine Learning, Artificial Intelligence / Machine Learning
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Augmented Reality / Virtual Reality, Augmented Reality / Virtual Reality
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Quality Engineering, Quality Engineering
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Blockchain, Blockchain
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Robotic Process Automation & ChatBOTs, Robotic Process Automation & ChatBOTs
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Cloud Services, Cloud Services
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Enterprise Analytics, Enterprise Analytics
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Internet of Things, Internet of Things
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Mobile Computing, Mobile Computing
2019-09-27 14:30:19,149  INFO [main] HomePage:47 - Footer data match:Product Engineering, Product Engineering
2019-09-27 14:30:19,462  INFO [main] HomePage:47 - Footer data match:Careers, Careers
2019-09-27 14:30:19,462  INFO [main] HomePage:47 - Footer data match:Automation Engineer, Automation Engineer
2019-09-27 14:30:19,462  INFO [main] HomePage:47 - Footer data match:DevOps Engineer, DevOps Engineer
2019-09-27 14:30:19,462  INFO [main] HomePage:47 - Footer data match:Senior .NET Engineer, Senior .NET Engineer
2019-09-27 14:30:19,462  INFO [main] HomePage:47 - Footer data match:Senior Java/J2EE Engineer, Senior Java/J2EE Engineer
2019-09-27 14:30:19,774  INFO [main] HomePage:47 - Footer data match:Contact Us, Contact Us
2019-09-27 14:30:19,774  INFO [main] HomePage:47 - Footer data match:US Headquarters, US Headquarters
2019-09-27 14:30:19,774  INFO [main] HomePage:47 - Footer data match:US R&D Center, US R&D Center
2019-09-27 14:30:19,774  INFO [main] HomePage:47 - Footer data match:India – Hyderabad, India – Hyderabad
2019-09-27 14:30:19,774  INFO [main] HomePage:47 - Footer data match:India – Bangalore, India – Bangalore
2019-09-27 14:30:19,774  INFO [main] HomePage:47 - Footer data match:India – Chennai, India – Chennai
2019-09-27 14:30:19,774  INFO [main] HomePage:47 - Footer data match:info@atmecs.com, info@atmecs.com
2019-09-27 14:30:19,774  INFO [main] HomePage:47 - Footer data match:Europe – Ireland, Europe – Ireland
2019-09-27 14:30:22,947  INFO [main] HomePage:47 - Footer data match:Sitemap, Sitemap
2019-09-27 14:30:22,947  INFO [main] HomePage:47 - Footer data match:Home, Home
2019-09-27 14:30:22,947  INFO [main] HomePage:47 - Footer data match:About Us, About Us
2019-09-27 14:30:22,950  INFO [main] HomePage:47 - Footer data match:Services, Services
2019-09-27 14:30:22,951  INFO [main] HomePage:47 - Footer data match:Partners, Partners
2019-09-27 14:30:22,951  INFO [main] HomePage:47 - Footer data match:Case Studies old, Case Studies old
2019-09-27 14:30:22,951  INFO [main] HomePage:47 - Footer data match:News, News
2019-09-27 14:30:22,951  INFO [main] HomePage:47 - Footer data match:Careers, Careers
2019-09-27 14:30:22,952  INFO [main] HomePage:47 - Footer data match:Contact Us, Contact Us
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Services, Services
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Artificial Intelligence / Machine Learning, Artificial Intelligence / Machine Learning
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Augmented Reality / Virtual Reality, Augmented Reality / Virtual Reality
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Quality Engineering, Quality Engineering
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Blockchain, Blockchain
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Robotic Process Automation & ChatBOTs, Robotic Process Automation & ChatBOTs
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Cloud Services, Cloud Services
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Enterprise Analytics, Enterprise Analytics
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Internet of Things, Internet of Things
2019-09-27 14:30:23,312  INFO [main] HomePage:47 - Footer data match:Mobile Computing, Mobile Computing
2019-09-27 14:30:23,327  INFO [main] HomePage:47 - Footer data match:Product Engineering, Product Engineering
2019-09-27 14:30:23,640  INFO [main] HomePage:47 - Footer data match:Careers, Careers
2019-09-27 14:30:23,640  INFO [main] HomePage:47 - Footer data match:Automation Engineer, Automation Engineer
2019-09-27 14:30:23,640  INFO [main] HomePage:47 - Footer data match:DevOps Engineer, DevOps Engineer
2019-09-27 14:30:23,640  INFO [main] HomePage:47 - Footer data match:Senior .NET Engineer, Senior .NET Engineer
2019-09-27 14:30:23,640  INFO [main] HomePage:47 - Footer data match:Senior Java/J2EE Engineer, Senior Java/J2EE Engineer
2019-09-27 14:30:24,013  INFO [main] HomePage:47 - Footer data match:Contact Us, Contact Us
2019-09-27 14:30:24,014  INFO [main] HomePage:47 - Footer data match:US Headquarters, US Headquarters
2019-09-27 14:30:24,014  INFO [main] HomePage:47 - Footer data match:US R&D Center, US R&D Center
2019-09-27 14:30:24,014  INFO [main] HomePage:47 - Footer data match:India – Hyderabad, India – Hyderabad
2019-09-27 14:30:24,014  INFO [main] HomePage:47 - Footer data match:India – Bangalore, India – Bangalore
2019-09-27 14:30:24,015  INFO [main] HomePage:47 - Footer data match:India – Chennai, India – Chennai
2019-09-27 14:30:24,015  INFO [main] HomePage:47 - Footer data match:info@atmecs.com, info@atmecs.com
2019-09-27 14:30:24,015  INFO [main] HomePage:47 - Footer data match:Europe – Ireland, Europe – Ireland
2019-09-27 14:30:25,289  INFO [main] HomePage:47 - Footer data match:Sitemap, Sitemap
2019-09-27 14:30:25,290  INFO [main] HomePage:47 - Footer data match:Home, Home
2019-09-27 14:30:25,290  INFO [main] HomePage:47 - Footer data match:About Us, About Us
